row_type	state	subject	type	view	path	detail
summary	scan				/home/bb/gait/yhgait/datasets/external/casia_b	empty=47;suspicious=0
view	empty	005	bg-01	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/bg-01/000
view	empty	005	bg-02	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/bg-02/000
view	empty	005	cl-01	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/cl-01/000
view	empty	005	cl-02	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/cl-02/000
view	empty	005	nm-01	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/nm-01/000
view	empty	005	nm-02	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/nm-02/000
view	empty	005	nm-03	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/nm-03/000
view	empty	005	nm-04	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/nm-04/000
view	empty	005	nm-05	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/nm-05/000
view	empty	005	nm-06	000	/home/bb/gait/yhgait/datasets/external/casia_b/005/nm-06/000
view	empty	026	cl-02	162	/home/bb/gait/yhgait/datasets/external/casia_b/026/cl-02/162
view	empty	037	bg-01	144	/home/bb/gait/yhgait/datasets/external/casia_b/037/bg-01/144
view	empty	037	bg-01	162	/home/bb/gait/yhgait/datasets/external/casia_b/037/bg-01/162
view	empty	037	bg-01	180	/home/bb/gait/yhgait/datasets/external/casia_b/037/bg-01/180
view	empty	037	bg-02	054	/home/bb/gait/yhgait/datasets/external/casia_b/037/bg-02/054
view	empty	037	bg-02	126	/home/bb/gait/yhgait/datasets/external/casia_b/037/bg-02/126
view	empty	037	bg-02	162	/home/bb/gait/yhgait/datasets/external/casia_b/037/bg-02/162
view	empty	048	cl-01	162	/home/bb/gait/yhgait/datasets/external/casia_b/048/cl-01/162
view	empty	048	cl-02	054	/home/bb/gait/yhgait/datasets/external/casia_b/048/cl-02/054
view	empty	048	cl-02	126	/home/bb/gait/yhgait/datasets/external/casia_b/048/cl-02/126
view	empty	048	cl-02	144	/home/bb/gait/yhgait/datasets/external/casia_b/048/cl-02/144
view	empty	048	cl-02	162	/home/bb/gait/yhgait/datasets/external/casia_b/048/cl-02/162
view	empty	068	nm-01	054	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-01/054
view	empty	068	nm-01	126	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-01/126
view	empty	068	nm-01	144	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-01/144
view	empty	068	nm-01	162	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-01/162
view	empty	068	nm-02	126	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-02/126
view	empty	068	nm-02	162	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-02/162
view	empty	068	nm-03	126	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-03/126
view	empty	068	nm-03	144	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-03/144
view	empty	068	nm-03	180	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-03/180
view	empty	068	nm-04	126	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-04/126
view	empty	068	nm-04	144	/home/bb/gait/yhgait/datasets/external/casia_b/068/nm-04/144
view	empty	079	bg-02	054	/home/bb/gait/yhgait/datasets/external/casia_b/079/bg-02/054
view	empty	079	bg-02	162	/home/bb/gait/yhgait/datasets/external/casia_b/079/bg-02/162
view	empty	088	nm-03	054	/home/bb/gait/yhgait/datasets/external/casia_b/088/nm-03/054
view	empty	088	nm-03	126	/home/bb/gait/yhgait/datasets/external/casia_b/088/nm-03/126
view	empty	088	nm-03	162	/home/bb/gait/yhgait/datasets/external/casia_b/088/nm-03/162
view	empty	088	nm-03	180	/home/bb/gait/yhgait/datasets/external/casia_b/088/nm-03/180
view	empty	088	nm-04	054	/home/bb/gait/yhgait/datasets/external/casia_b/088/nm-04/054
view	empty	088	nm-04	126	/home/bb/gait/yhgait/datasets/external/casia_b/088/nm-04/126
view	empty	088	nm-04	162	/home/bb/gait/yhgait/datasets/external/casia_b/088/nm-04/162
view	empty	088	nm-04	180	/home/bb/gait/yhgait/datasets/external/casia_b/088/nm-04/180
view	empty	109	nm-01	126	/home/bb/gait/yhgait/datasets/external/casia_b/109/nm-01/126
view	empty	109	nm-01	144	/home/bb/gait/yhgait/datasets/external/casia_b/109/nm-01/144
view	empty	109	nm-01	162	/home/bb/gait/yhgait/datasets/external/casia_b/109/nm-01/162
view	empty	109	nm-01	180	/home/bb/gait/yhgait/datasets/external/casia_b/109/nm-01/180
